"","Nome","X","X.1","RT","Squadra.x","Kap.","X350K..8.","X350K..10.","X500K..8.","X500K..10.","M.V.","Pres.","Id","R","Squadra.y","Pg","Mv","Mf","Gf","Gs","Rp","Rc","R+","R-","Ass","Asf","Amm","Esp","Au"
"886","UJKANI",64,NA,"
                        
                                                  P
                        

                        ","Torino",1,NA,1.15,NA,0.47,NA,NA,"220","P","Torino","1","6.5","3.5","0","3","0","0","0","0","0","0","0","0","0"
"887","UNDER",521,NA,"
                        
                                                  A
                        

                        ","Estero",17,NA,NA,NA,NA,NA,NA,"2201","C","Roma","18","6.13","6.7","3","0","0","0","0","0","0","0","2","0","0"
"888","VAISANEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2212","D","SPAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"889","VALDIFIORI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"405","C","SPAL","22","5.79","5.81","0","0","0","0","0","0","2","1","5","0","0"
"890","VALENTI",162,NA,"
                        
                                                  D
                        

                        ","Parma",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","VALOTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2274","C","SPAL","27","5.94","6.2","3","0","0","0","0","0","1","0","7","0","0"
"892","VALZANIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2742","C","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"893","VARGIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1935","P","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"894","VARNIER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2740","D","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"895","VAVRO",125,NA,"
                        
                                                  D
                        

                        ","Lazio",5,NA,NA,NA,NA,NA,NA,"4397","D","Lazio","11","5.78","5.78","0","0","0","0","0","0","0","0","0","0","0"
"896","VECINO",367,NA,"
                        
                                                  C
                        

                        ","Inter",11,NA,NA,NA,NA,NA,NA,"181","C","Inter","20","5.97","6.25","2","0","0","0","0","0","1","0","4","0","0"
"897","VELOSO",529,NA,"
                        
                                                  C
                        

                        ","Verona",17,18.96,23.46,16.82,20.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","VENUTI",212,NA,"
                        
                                                  C
                        

                        ","Fiorentina",7,NA,NA,NA,5.3,NA,NA,"2174","D","Fiorentina","16","5.81","5.73","0","0","0","0","0","0","1","0","4","0","0"
"899","VERA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4399","D","Lecce","8","5.8","6","0","0","0","0","0","0","1","0","0","0","0"
"900","VERDE",495,NA,"
                        
                                                  A
                        

                        ","Spezia",16,19.53,20.05,NA,8.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","VERDI",492,NA,"
                        
                                                  A
                        

                        ","Torino",16,18.45,19.49,17.11,22,NA,NA,"376","C","Torino","33","5.89","6.2","2","0","0","0","0","0","3","3","4","0","0"
"902","VERETOUT",618,NA,"
                        
                                                  C
                        

                        ","Roma",31,26.95,29.17,33.08,32.7,NA,NA,"2215","C","Roma","33","6.28","6.75","1","0","0","5","5","0","0","0","6","0","0"
"903","VERGANI",46,NA,"
                        
                                                  A
                        

                        ","Bologna",1,NA,1.08,1.22,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","VERRE",450,NA,"
                        
                                                  C
                        

                        ","Sampdoria",14,16.58,20.09,NA,7.36,NA,NA,"600","C","Verona","32","5.95","6.25","1","0","0","2","2","0","2","0","4","0","0"
"905","VICARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2261","D","SPAL","34","5.66","5.49","0","0","0","0","0","0","0","0","4","0","2"
"906","VICARIO",41,NA,"
                        
                                                  P
                        

                        ","Cagliari",1,NA,1.46,1,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","VIDAL",588,NA,"
                        
                                                  C
                        

                        ","Inter",24,31.36,33.78,39.01,36.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","VIDO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2281","A","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"909","VIEIRA",192,NA,"
                        
                                                  C
                        

                        ","Verona",7,NA,NA,NA,NA,NA,NA,"2855","C","Sampdoria","27","5.65","5.46","0","0","0","0","0","0","1","0","11","1","0"
"910","VIGNALI",112,NA,"
                        
                                                  D
                        

                        ","Spezia",4,NA,3.22,2.94,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","VIGNATO",402,NA,"
                        
                                                  A
                        

                        ","Bologna",12,NA,13.27,NA,5.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","VIGORITO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2809","P","Lecce","5","5.9","4","0","9","0","0","0","0","0","0","1","0","0"
"913","VILLAR",329,NA,"
                        
                                                  C
                        

                        ","Roma",10,11.48,12.25,10.1,12.38,NA,NA,"4885","C","Roma","9","5.75","5.58","0","0","0","0","0","0","0","0","3","0","0"
"914","VIOLA",501,NA,"
                        
                                                  C
                        

                        ","Benevento",16,17.66,21.83,14.32,17.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","VITALE L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4496","D","Verona","2","6","6","0","0","0","0","0","0","0","0","0","0","0"
"916","VITOR HUGO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2165","D","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"917","VIVIANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"631","C","SPAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"918","VIVIANI M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4451","C","Brescia","8","5.6","5.6","0","0","0","0","0","0","0","0","0","0","0"
"919","VLAHOVIC",601,NA,"
                        
                                                  A
                        

                        ","Fiorentina",25,26.67,32.85,21.55,27.34,NA,NA,"2841","A","Fiorentina","30","5.91","6.46","5","0","0","1","1","0","0","0","4","1","0"
"920","VODISEK",0,NA,"
                        
                                                  P
                        

                        ","Estero",1,NA,NA,NA,1.06,NA,NA,"2761","P","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"921","VOJVODA",246,NA,"
                        
                                                  D
                        

                        ","Torino",8,2.14,3.73,7.35,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","VRIONI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4948","A","Juventus","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"923","VULIC",320,NA,"
                        
                                                  C
                        

                        ","Crotone",10,11.08,11.75,NA,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","WALACE",255,NA,"
                        
                                                  C
                        

                        ","Udinese",8,NA,8.44,NA,NA,NA,NA,"2392","C","Udinese","20","5.88","5.82","0","0","0","0","0","0","0","0","2","0","0"
"925","WALLACE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","D","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"926","WALUKIEWICZ",185,NA,"
                        
                                                  D
                        

                        ","Cagliari",7,4.77,4.96,5.11,5.63,NA,NA,"4374","D","Cagliari","14","5.64","5.61","0","0","0","0","0","0","0","0","1","0","0"
"927","YOSHIDA",481,NA,"
                        
                                                  D
                        

                        ","Sampdoria",15,16.99,17.43,15.69,18.46,NA,NA,"4895","D","Sampdoria","14","5.89","5.93","0","0","0","0","0","0","0","1","1","0","0"
"928","YOUNES",283,NA,"
                        
                                                  A
                        

                        ","Estero",9,NA,NA,NA,NA,NA,NA,"2776","C","Napoli","9","5.88","6.5","1","0","0","0","0","0","0","0","1","0","0"
"929","YOUNG",411,NA,"
                        
                                                  C
                        

                        ","Inter",13,15.3,17.9,15.16,20.15,NA,NA,"2707","D","Inter","18","6.12","7.03","4","0","0","0","0","0","4","0","1","0","0"
"930","ZACCAGNI",597,NA,"
                        
                                                  C
                        

                        ","Verona",25,31.13,36.71,27.61,30.21,NA,NA,"632","C","Verona","34","6.11","6.36","2","0","0","0","0","0","5","0","5","0","0"
"931","ZACCAGNO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2270","P","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"932","ZAGARITIS",135,NA,"
                        
                                                  D
                        

                        ","Parma",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","ZAJC",455,NA,"
                        
                                                  C
                        

                        ","Genoa",14,15.99,19.69,15.1,19.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","ZANELLATO",265,NA,"
                        
                                                  C
                        

                        ","Crotone",9,NA,5.5,6.32,6.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","ZANIMACCHIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2842","A","Juventus","2","6","6","0","0","0","0","0","0","0","0","0","0","0"
"936","ZANIOLO",566,NA,"
                        
                                                  C
                        

                        ","Roma",21,23.75,29.64,22.87,29.52,NA,NA,"2766","C","Roma","26","6.16","6.8","6","0","0","0","0","0","2","0","8","0","0"
"937","ZAPATA",236,NA,"
                        
                                                  D
                        

                        ","Genoa",8,6.55,6.9,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","ZAPATA",636,NA,"
                        
                                                  A
                        

                        ","Atalanta",43,87.29,91.31,97.61,108.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","ZAPATA C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"365","D","Genoa","20","5.66","5.61","1","0","0","0","0","0","0","0","4","0","1"
"940","ZAPATA D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"608","A","Atalanta","28","6.54","8.66","17","0","0","1","1","0","6","0","1","0","0"
"941","ZAPPA",282,NA,"
                        
                                                  D
                        

                        ","Cagliari",9,4.23,5.17,5.5,6,NA,NA,"4461","D","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"942","ZAPPACOSTA",441,NA,"
                        
                                                  C
                        

                        ","Genoa",14,15.9,19.39,13.47,16.47,NA,NA,"554","D","Roma","9","5.72","5.83","0","0","0","0","0","0","1","0","0","0","0"
"943","ZAZA",365,NA,"
                        
                                                  A
                        

                        ","Torino",11,16.34,19.81,12.72,16.51,NA,NA,"315","A","Torino","24","5.87","6.54","6","0","0","0","0","0","1","0","7","0","0"
"944","ZEEGELAAR",359,NA,"
                        
                                                  C
                        

                        ","Udinese",11,11.36,12.03,11.01,13.17,NA,NA,"4323","D","Udinese","13","5.75","5.79","0","0","0","0","0","0","2","0","3","0","0"
"945","ZENNARO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4383","C","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"946","ZIELINSKI",613,NA,"
                        
                                                  C
                        

                        ","Napoli",29,22.96,27.81,24.35,31.12,NA,NA,"152","C","Napoli","37","5.99","6.18","2","0","0","0","0","0","3","0","4","0","0"
"947","ZIRKZEE",415,NA,"
                        
                                                  A
                        

                        ","Parma",13,19.05,22.97,13.95,17.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","ZMRHAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4513","C","Brescia","21","5.74","6.09","2","0","0","0","0","0","0","0","0","0","0"
"949","ZOET",158,NA,"
                        
                                                  P
                        

                        ","Spezia",6,1.2,3.04,NA,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","ZORTEA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4433","D","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
